GEOID,NAME,total_population,B17021_001M,below_poverty,B17021_002M,pct_below_poverty
79920,ZCTA5 79920,0,15,0,15,NA
79922,ZCTA5 79922,7148,1037,476,245,6.659205372132066
79924,ZCTA5 79924,59915,2557,10667,1353,17.80355503630143
79925,ZCTA5 79925,39969,2405,7488,1221,18.734519252420625
79927,ZCTA5 79927,42923,1771,8378,1649,19.518672972532208
79928,ZCTA5 79928,82500,3124,14236,3019,17.255757575757578
79930,ZCTA5 79930,25223,2223,7443,1735,29.508781667525668
79932,ZCTA5 79932,29514,1992,3429,923,11.61821508436674
79934,ZCTA5 79934,27196,1679,2896,796,10.648624797764377
79935,ZCTA5 79935,18826,2199,4011,1662,21.305641134601082
79936,ZCTA5 79936,104072,3533,13621,1863,13.088054423860404
79938,ZCTA5 79938,94127,3926,10546,1730,11.204011601347116
80002,ZCTA5 80002,20941,1423,2075,547,9.90879136621938
80003,ZCTA5 80003,35256,1722,3659,827,10.37837531200363
80004,ZCTA5 80004,34126,1272,1867,444,5.470901951591163
80005,ZCTA5 80005,28850,1256,853,290,2.9566724436741767
80007,ZCTA5 80007,18290,1123,656,329,3.5866593767085844
80010,ZCTA5 80010,41563,1988,8284,1314,19.93118879772875
80011,ZCTA5 80011,52857,2546,7755,1193,14.671661274760202
80012,ZCTA5 80012,51035,2270,7357,1195,14.415597139218184
80013,ZCTA5 80013,74534,2256,7900,1486,10.599189631577536
80014,ZCTA5 80014,38810,1688,3675,943,9.469208966761144
80015,ZCTA5 80015,71829,2494,3135,665,4.364532431190744
80016,ZCTA5 80016,66101,2235,2400,660,3.630807400795752
80017,ZCTA5 80017,39260,2441,4865,1344,12.391747325522159
80018,ZCTA5 80018,17056,1084,874,310,5.124296435272045
80019,ZCTA5 80019,6141,800,112,115,1.8238071975248331
80020,ZCTA5 80020,53364,1257,2885,575,5.406266396821827
80021,ZCTA5 80021,35270,1337,1827,506,5.180039693790757
80022,ZCTA5 80022,59186,1540,6373,1622,10.767749129861793
80023,ZCTA5 80023,26364,1276,784,281,2.9737520861781217
80024,ZCTA5 80024,36,42,0,13,0
80025,ZCTA5 80025,101,88,20,11,19.801980198019802
80026,ZCTA5 80026,32418,1029,1934,422,5.965821457215127
80027,ZCTA5 80027,33681,132,1401,330,4.15961521332502
80030,ZCTA5 80030,15656,1336,2092,554,13.362289218191108
80031,ZCTA5 80031,36265,1620,2119,486,5.843099407141873
80033,ZCTA5 80033,26453,723,2755,648,10.414697765848864
80045,ZCTA5 80045,1404,138,542,175,38.603988603988604
80101,ZCTA5 80101,446,144,33,24,7.399103139013453
80102,ZCTA5 80102,5954,588,219,123,3.6781995297279138
80103,ZCTA5 80103,3482,762,261,195,7.4956921309592195
80104,ZCTA5 80104,36231,1561,1513,397,4.1759818939582125
80105,ZCTA5 80105,2017,472,198,133,9.816559246405552
80106,ZCTA5 80106,4450,818,100,56,2.247191011235955
80107,ZCTA5 80107,14972,792,453,152,3.025647876035266
80108,ZCTA5 80108,35350,1192,1351,459,3.8217821782178216
80109,ZCTA5 80109,27358,1620,977,420,3.5711674830031437
80110,ZCTA5 80110,23663,996,2012,591,8.5027257744157545
80111,ZCTA5 80111,31655,1402,1292,424,4.0815037118938555
80112,ZCTA5 80112,35795,1460,1667,660,4.657075010476324
80113,ZCTA5 80113,22229,783,1495,342,6.725448738134869
80116,ZCTA5 80116,5367,813,164,143,3.0557108254145704
80117,ZCTA5 80117,2488,304,298,135,11.97749196141479
80118,ZCTA5 80118,5944,715,160,82,2.6917900403768504
80120,ZCTA5 80120,29554,1022,2135,430,7.224064424443393
80121,ZCTA5 80121,17665,944,754,256,4.26832720067931
80122,ZCTA5 80122,31387,1169,1197,399,3.8136808232707806
80123,ZCTA5 80123,44397,1818,1860,334,4.1894722616393
80124,ZCTA5 80124,22428,1050,1220,513,5.439629035134653
80125,ZCTA5 80125,13775,1003,413,214,2.9981851179673322
80126,ZCTA5 80126,44414,1482,899,302,2.0241365335254646
80127,ZCTA5 80127,43750,1781,1564,497,3.5748571428571427
80128,ZCTA5 80128,36712,1463,1851,572,5.041948136848987
80129,ZCTA5 80129,29389,1401,957,286,3.256320391983395
80130,ZCTA5 80130,25248,1155,582,187,2.305133079847909
80131,ZCTA5 80131,258,112,14,23,5.426356589147287
80132,ZCTA5 80132,29369,1623,1023,329,3.4832646668255647
80133,ZCTA5 80133,2470,110,89,61,3.6032388663967607
80134,ZCTA5 80134,77708,2072,1944,546,2.5016729294281155
80135,ZCTA5 80135,4333,697,202,93,4.661897069005308
80136,ZCTA5 80136,5953,945,652,318,10.952460944061817
80137,ZCTA5 80137,1704,424,184,124,10.7981220657277
80138,ZCTA5 80138,35889,2116,1403,513,3.909275822675472
80202,ZCTA5 80202,17985,1335,1933,426,10.74784542674451
80203,ZCTA5 80203,22291,1209,2484,493,11.143510833968866
80204,ZCTA5 80204,34397,1918,6745,965,19.609268250138093
80205,ZCTA5 80205,33559,1861,5720,785,17.044608003814176
80206,ZCTA5 80206,24248,1307,1773,486,7.311943253051798
80207,ZCTA5 80207,22122,1575,2187,574,9.886086248982913
80209,ZCTA5 80209,26794,1302,1872,569,6.986638799731283
80210,ZCTA5 80210,36934,1678,3796,611,10.277792819624194
80211,ZCTA5 80211,37048,1912,2857,724,7.711617361261067
80212,ZCTA5 80212,20339,1235,1990,544,9.78415851320124
80214,ZCTA5 80214,25747,1336,3785,727,14.700741834000079
80215,ZCTA5 80215,19508,1503,1838,512,9.421775681771582
80216,ZCTA5 80216,15754,1208,3053,703,19.379205281198423
80218,ZCTA5 80218,19172,1115,1983,369,10.343208846234091
80219,ZCTA5 80219,59835,2981,10892,1683,18.203392663157015
80220,ZCTA5 80220,35950,2052,3259,803,9.065368567454799
80221,ZCTA5 80221,40086,2086,4000,672,9.978546125829467
80222,ZCTA5 80222,22623,1776,1710,417,7.558679220262565
80223,ZCTA5 80223,19621,1736,3369,807,17.170378675908466
80224,ZCTA5 80224,18748,1432,2094,464,11.16919138041391
80226,ZCTA5 80226,31326,1265,2953,649,9.42667432803422
80227,ZCTA5 80227,34835,1739,2639,732,7.575714080665996
80228,ZCTA5 80228,34553,1494,1899,463,5.495904841837178
80229,ZCTA5 80229,56710,2506,5134,1058,9.053077058719802
80230,ZCTA5 80230,10764,1127,833,530,7.7387588257153475
80231,ZCTA5 80231,35136,2171,5201,1004,14.802481785063753
80232,ZCTA5 80232,22214,1105,2053,619,9.24191951021878
80233,ZCTA5 80233,47285,2032,3946,942,8.3451411652744
80234,ZCTA5 80234,29540,1483,2288,678,7.745429925524712
80235,ZCTA5 80235,8161,907,789,220,9.667932851366254
80236,ZCTA5 80236,16391,1361,1353,625,8.254529924958819
80237,ZCTA5 80237,22756,1208,2014,693,8.850413077869574
80238,ZCTA5 80238,29269,1413,1164,391,3.976903891489289
80239,ZCTA5 80239,41990,2013,5082,1130,12.102881638485353
80241,ZCTA5 80241,33012,1587,1719,619,5.207197382769902
80246,ZCTA5 80246,12976,776,1412,420,10.881627620221948
80247,ZCTA5 80247,29365,1985,4069,726,13.856632044951473
80249,ZCTA5 80249,41160,2878,2557,848,6.2123420796890185
80260,ZCTA5 80260,34774,2096,5770,1187,16.59285673204118
80264,ZCTA5 80264,0,13,0,13,NA
80266,ZCTA5 80266,0,13,0,13,NA
80290,ZCTA5 80290,452,184,0,13,0
80293,ZCTA5 80293,0,13,0,13,NA
80294,ZCTA5 80294,0,13,0,13,NA
80301,ZCTA5 80301,24754,1041,2852,622,11.52137028359053
80302,ZCTA5 80302,27712,1515,9788,1129,35.320438799076214
80303,ZCTA5 80303,24036,1205,5669,676,23.585455150607423
80304,ZCTA5 80304,25394,1150,2202,447,8.671339686540128
80305,ZCTA5 80305,16073,908,2022,388,12.580103278790519
80310,ZCTA5 80310,2,3,2,3,100
80401,ZCTA5 80401,40703,1452,3781,772,9.289241579244772
80403,ZCTA5 80403,20783,1143,970,298,4.667276139152192
80419,ZCTA5 80419,0,13,0,13,NA
80420,ZCTA5 80420,958,300,63,63,6.576200417536534
80421,ZCTA5 80421,8585,636,557,256,6.488060570762959
80422,ZCTA5 80422,4310,389,531,276,12.320185614849189
80423,ZCTA5 80423,81,64,35,40,43.20987654320987
80424,ZCTA5 80424,9976,773,650,249,6.515637530072173
80425,ZCTA5 80425,325,224,24,34,7.384615384615385
80426,ZCTA5 80426,47,54,0,13,0
80427,ZCTA5 80427,620,188,49,27,7.903225806451612
80428,ZCTA5 80428,635,250,144,119,22.677165354330707
80430,ZCTA5 80430,131,63,14,16,10.687022900763358
80432,ZCTA5 80432,309,199,15,26,4.854368932038835
80433,ZCTA5 80433,8392,787,248,143,2.9551954242135365
80434,ZCTA5 80434,32,42,4,5,12.5
80435,ZCTA5 80435,8411,713,927,283,11.021281654975628
80436,ZCTA5 80436,343,142,22,27,6.41399416909621
80438,ZCTA5 80438,720,194,71,36,9.86111111111111
80439,ZCTA5 80439,24752,1308,990,410,3.9996767937944404
80440,ZCTA5 80440,3006,555,296,287,9.846972721224219
80442,ZCTA5 80442,2591,444,394,157,15.20648398301814
80443,ZCTA5 80443,3861,382,161,126,4.16990416990417
80444,ZCTA5 80444,1027,208,141,89,13.729308666017525
80446,ZCTA5 80446,3550,662,154,105,4.338028169014085
80447,ZCTA5 80447,1992,412,57,56,2.86144578313253
80448,ZCTA5 80448,0,13,0,13,NA
80449,ZCTA5 80449,1024,415,0,13,0
80451,ZCTA5 80451,1003,351,46,56,4.586241276171486
80452,ZCTA5 80452,3148,388,218,140,6.925031766200762
80453,ZCTA5 80453,306,223,0,13,0
80454,ZCTA5 80454,1320,413,66,99,5
80455,ZCTA5 80455,378,124,22,21,5.82010582010582
80456,ZCTA5 80456,396,221,0,13,0
80457,ZCTA5 80457,278,155,29,33,10.431654676258994
80459,ZCTA5 80459,2684,589,414,223,15.424739195231
80461,ZCTA5 80461,6914,168,485,274,7.014752675730403
80463,ZCTA5 80463,105,76,0,13,0
80465,ZCTA5 80465,16092,1001,731,223,4.542629878200348
80466,ZCTA5 80466,3455,559,357,343,10.3328509406657
80467,ZCTA5 80467,2411,356,51,32,2.1153048527581917
80468,ZCTA5 80468,311,241,66,49,21.221864951768488
80469,ZCTA5 80469,407,177,0,13,0
80470,ZCTA5 80470,3860,754,118,86,3.0569948186528495
80471,ZCTA5 80471,0,13,0,13,NA
80473,ZCTA5 80473,60,57,4,7,6.666666666666667
80474,ZCTA5 80474,294,203,0,13,0
80475,ZCTA5 80475,9,15,9,15,100
80476,ZCTA5 80476,243,108,38,54,15.637860082304528
80478,ZCTA5 80478,1604,489,218,140,13.591022443890274
80479,ZCTA5 80479,21,34,0,13,0
80480,ZCTA5 80480,1193,158,236,139,19.78206202849958
80481,ZCTA5 80481,477,165,25,15,5.2410901467505235
80482,ZCTA5 80482,1237,380,28,46,2.263540824575586
80483,ZCTA5 80483,404,149,25,25,6.188118811881188
80487,ZCTA5 80487,18072,523,1204,351,6.662239929172201
80498,ZCTA5 80498,9189,771,582,451,6.3336598106431605
80501,ZCTA5 80501,43094,1578,4393,781,10.193994523599573
80503,ZCTA5 80503,35826,1456,1842,482,5.1415173337799365
80504,ZCTA5 80504,61040,1737,3601,795,5.899410222804718
80510,ZCTA5 80510,705,267,20,31,2.8368794326241136
80512,ZCTA5 80512,1687,264,47,41,2.7860106698280975
80513,ZCTA5 80513,16881,924,499,231,2.9559860197855574
80514,ZCTA5 80514,6419,41,340,182,5.29677519862907
80515,ZCTA5 80515,786,321,68,78,8.651399491094146
80516,ZCTA5 80516,37059,535,1143,409,3.0842710272808227
80517,ZCTA5 80517,10034,697,938,305,9.348216065377715
80520,ZCTA5 80520,1684,449,103,97,6.116389548693587
80521,ZCTA5 80521,31263,1300,10015,930,32.034673575792475
80524,ZCTA5 80524,38813,1984,5590,992,14.402390951485328
80525,ZCTA5 80525,54484,1921,5443,904,9.990088833418985
80526,ZCTA5 80526,44134,1788,5828,798,13.20523859156206
80528,ZCTA5 80528,24018,1535,1258,419,5.237738362894496
80530,ZCTA5 80530,6078,524,256,132,4.211911813096413
80532,ZCTA5 80532,162,148,0,13,0
80534,ZCTA5 80534,19652,852,399,323,2.0303277020150623
80535,ZCTA5 80535,2238,367,281,209,12.55585344057194
80536,ZCTA5 80536,2358,484,116,68,4.919423240033927
80537,ZCTA5 80537,44010,1745,3085,802,7.009770506703022
80538,ZCTA5 80538,48896,2507,3917,708,8.0108802356020945
80540,ZCTA5 80540,4607,799,291,110,6.316474929455176
80542,ZCTA5 80542,5552,294,60,56,1.080691642651297
80543,ZCTA5 80543,9342,822,230,239,2.4619995718261616
80544,ZCTA5 80544,0,13,0,13,NA
80545,ZCTA5 80545,913,253,94,66,10.295728368017524
80546,ZCTA5 80546,171,165,0,13,0
80547,ZCTA5 80547,8040,58,448,327,5.5721393034825875
80549,ZCTA5 80549,14099,647,1359,657,9.638981488048797
80550,ZCTA5 80550,43977,551,2046,615,4.652431953066376
80601,ZCTA5 80601,40250,463,3468,844,8.616149068322981
80602,ZCTA5 80602,42168,1828,1550,415,3.675773098083855
80603,ZCTA5 80603,16088,858,916,364,5.693684733963202
80610,ZCTA5 80610,4167,551,325,224,7.799376049916007
80611,ZCTA5 80611,584,151,27,20,4.623287671232877
80612,ZCTA5 80612,435,257,21,29,4.827586206896552
80615,ZCTA5 80615,9218,1004,1002,638,10.870036884356693
80620,ZCTA5 80620,20520,442,3062,755,14.922027290448343
80621,ZCTA5 80621,14508,911,1842,434,12.696443341604633
80622,ZCTA5 80622,256,205,0,13,0
80623,ZCTA5 80623,987,314,150,138,15.19756838905775
80624,ZCTA5 80624,694,276,24,36,3.45821325648415
80631,ZCTA5 80631,49201,2101,11034,1679,22.426373447694154
80634,ZCTA5 80634,63020,2210,5081,883,8.062519834973024
80640,ZCTA5 80640,13948,1052,547,341,3.9217092056208775
80642,ZCTA5 80642,4384,843,346,325,7.892335766423357
80643,ZCTA5 80643,4209,697,418,250,9.931100023758614
80644,ZCTA5 80644,2266,367,233,135,10.28243601059135
80645,ZCTA5 80645,4970,592,392,222,7.887323943661972
80646,ZCTA5 80646,0,13,0,13,NA
80648,ZCTA5 80648,1423,519,224,112,15.741391426563597
80649,ZCTA5 80649,294,183,19,20,6.462585034013606
80650,ZCTA5 80650,1992,577,555,489,27.86144578313253
80651,ZCTA5 80651,4533,434,333,153,7.346128391793514
80652,ZCTA5 80652,492,302,80,89,16.260162601626014
80653,ZCTA5 80653,904,207,127,71,14.048672566371682
80654,ZCTA5 80654,3198,465,254,132,7.9424640400250155
80701,ZCTA5 80701,16621,586,2206,624,13.27236628361711
80705,ZCTA5 80705,1064,227,75,45,7.048872180451128
80720,ZCTA5 80720,2058,162,128,52,6.219630709426627
80721,ZCTA5 80721,285,181,0,13,0
80722,ZCTA5 80722,481,164,22,34,4.5738045738045745
80723,ZCTA5 80723,6413,361,851,350,13.26992047403711
80726,ZCTA5 80726,453,121,49,27,10.816777041942604
80727,ZCTA5 80727,527,207,69,66,13.092979127134724
80728,ZCTA5 80728,975,169,71,37,7.282051282051281
80729,ZCTA5 80729,384,118,61,41,15.885416666666666
80731,ZCTA5 80731,1456,204,301,118,20.673076923076923
80732,ZCTA5 80732,34,33,30,34,88.23529411764706
80733,ZCTA5 80733,545,125,24,20,4.4036697247706424
80734,ZCTA5 80734,2927,284,363,246,12.401776563033822
80735,ZCTA5 80735,360,116,60,47,16.666666666666664
80736,ZCTA5 80736,561,171,31,18,5.525846702317291
80737,ZCTA5 80737,1511,152,249,95,16.479152878888154
80740,ZCTA5 80740,136,59,9,7,6.61764705882353
80741,ZCTA5 80741,870,190,71,46,8.160919540229886
80742,ZCTA5 80742,215,83,24,17,11.162790697674419
80743,ZCTA5 80743,1411,150,116,56,8.22111977321049
80744,ZCTA5 80744,543,116,70,37,12.89134438305709
80745,ZCTA5 80745,46,19,17,21,36.95652173913043
80746,ZCTA5 80746,60,55,31,55,51.66666666666667
80747,ZCTA5 80747,460,115,35,19,7.608695652173914
80749,ZCTA5 80749,257,88,17,11,6.614785992217899
80750,ZCTA5 80750,160,76,0,13,0
80751,ZCTA5 80751,15295,433,2210,620,14.449166394246484
80754,ZCTA5 80754,156,74,13,16,8.333333333333332
80755,ZCTA5 80755,123,101,0,13,0
80757,ZCTA5 80757,219,70,16,12,7.30593607305936
80758,ZCTA5 80758,3375,353,405,200,12
80759,ZCTA5 80759,4530,333,840,448,18.543046357615893
80801,ZCTA5 80801,88,37,12,10,13.636363636363635
80802,ZCTA5 80802,207,88,63,66,30.434782608695656
80804,ZCTA5 80804,376,123,65,46,17.287234042553195
80805,ZCTA5 80805,391,120,65,38,16.624040920716112
80807,ZCTA5 80807,4053,236,323,143,7.969405378731803
80808,ZCTA5 80808,6568,992,813,551,12.378197320341048
80809,ZCTA5 80809,885,229,61,47,6.892655367231638
80810,ZCTA5 80810,1137,131,122,71,10.729991204925241
80812,ZCTA5 80812,218,58,23,15,10.550458715596331
80813,ZCTA5 80813,1638,398,138,127,8.424908424908425
80814,ZCTA5 80814,4010,647,205,107,5.112219451371571
80815,ZCTA5 80815,895,196,59,38,6.592178770949721
80816,ZCTA5 80816,6372,774,623,324,9.777150031387318
80817,ZCTA5 80817,31019,472,2811,859,9.06218769141494
80818,ZCTA5 80818,462,190,43,29,9.307359307359308
80819,ZCTA5 80819,865,243,72,38,8.323699421965317
80820,ZCTA5 80820,537,170,53,49,9.869646182495345
80821,ZCTA5 80821,1126,170,121,77,10.74600355239787
80822,ZCTA5 80822,227,87,40,52,17.62114537444934
80823,ZCTA5 80823,190,66,39,41,20.526315789473685
80824,ZCTA5 80824,307,176,42,43,13.680781758957655
80825,ZCTA5 80825,290,87,3,5,1.0344827586206897
80826,ZCTA5 80826,0,13,0,13,NA
80827,ZCTA5 80827,777,277,45,72,5.7915057915057915
80828,ZCTA5 80828,2371,268,161,58,6.790383804301982
80829,ZCTA5 80829,5561,378,486,256,8.739435353353715
80830,ZCTA5 80830,154,52,12,23,7.792207792207792
80831,ZCTA5 80831,33025,1970,1385,682,4.193792581377744
80832,ZCTA5 80832,981,252,87,82,8.868501529051988
80833,ZCTA5 80833,1107,518,98,95,8.85275519421861
80834,ZCTA5 80834,348,94,40,29,11.494252873563218
80835,ZCTA5 80835,769,203,195,105,25.35760728218466
80836,ZCTA5 80836,1088,169,137,54,12.591911764705882
80840,ZCTA5 80840,2258,424,397,370,17.58193091231178
80860,ZCTA5 80860,587,262,14,11,2.385008517887564
80861,ZCTA5 80861,281,80,17,19,6.049822064056939
80862,ZCTA5 80862,55,22,5,5,9.090909090909092
80863,ZCTA5 80863,12794,611,1070,340,8.363295294669376
80864,ZCTA5 80864,1411,327,124,79,8.788093550673281
80902,ZCTA5 80902,11609,1113,1272,537,10.95701610819192
80903,ZCTA5 80903,14981,948,2872,446,19.170949869835123
80904,ZCTA5 80904,20864,1119,2294,482,10.995015337423313
80905,ZCTA5 80905,17126,1129,2322,724,13.558332360154152
80906,ZCTA5 80906,36221,1759,2979,687,8.224510642997156
80907,ZCTA5 80907,26432,1630,3395,852,12.84427966101695
80908,ZCTA5 80908,23250,1861,853,306,3.6688172043010754
80909,ZCTA5 80909,35726,2301,4543,873,12.71622907686279
80910,ZCTA5 80910,31270,2127,5181,976,16.56859609849696
80911,ZCTA5 80911,34092,1945,3261,1202,9.56529391059486
80913,ZCTA5 80913,0,19,0,19,NA
80914,ZCTA5 80914,14,25,0,13,0
80915,ZCTA5 80915,23511,1650,2598,840,11.050146739823912
80916,ZCTA5 80916,40442,2046,7000,1704,17.3087384402354
80917,ZCTA5 80917,30830,1406,2875,732,9.32533246837496
80918,ZCTA5 80918,46693,1878,3711,834,7.9476581072109305
80919,ZCTA5 80919,27301,1400,854,341,3.128090546133841
80920,ZCTA5 80920,37893,1508,2078,642,5.483862454806957
80921,ZCTA5 80921,25158,1677,785,335,3.1202798314651403
80922,ZCTA5 80922,30246,2025,1430,429,4.727897903855055
80923,ZCTA5 80923,32241,1750,1059,411,3.2846375732762634
80924,ZCTA5 80924,16940,1417,397,226,2.343565525383707
80925,ZCTA5 80925,17001,1808,951,745,5.593788600670549
80926,ZCTA5 80926,1706,371,191,188,11.1957796014068
80927,ZCTA5 80927,6957,999,107,95,1.5380192611757941
80928,ZCTA5 80928,691,187,6,7,0.8683068017366137
80929,ZCTA5 80929,85,122,31,44,36.470588235294116
80930,ZCTA5 80930,1692,538,91,96,5.378250591016549
80938,ZCTA5 80938,1345,736,105,132,7.806691449814126
80939,ZCTA5 80939,0,13,0,13,NA
80951,ZCTA5 80951,4669,1004,310,335,6.639537374170058
81001,ZCTA5 81001,30266,1449,7011,1043,23.164607149937222
81003,ZCTA5 81003,12396,958,3181,479,25.661503710874477
81004,ZCTA5 81004,25870,1124,5720,906,22.110552763819097
81005,ZCTA5 81005,30883,1453,3337,783,10.805297412816113
81006,ZCTA5 81006,11142,802,1747,518,15.679411236761803
81007,ZCTA5 81007,34903,1052,2171,537,6.220095693779904
81008,ZCTA5 81008,11643,787,1319,418,11.328695353431247
81019,ZCTA5 81019,1418,473,113,74,7.968970380818054
81020,ZCTA5 81020,807,176,97,48,12.01982651796778
81021,ZCTA5 81021,17,13,8,7,47.05882352941176
81022,ZCTA5 81022,1351,347,174,169,12.879348630643966
81023,ZCTA5 81023,1568,375,128,86,8.16326530612245
81024,ZCTA5 81024,191,104,66,66,34.55497382198953
81025,ZCTA5 81025,787,221,120,78,15.247776365946633
81027,ZCTA5 81027,114,60,9,13,7.894736842105263
81029,ZCTA5 81029,287,70,57,33,19.860627177700348
81030,ZCTA5 81030,153,51,29,21,18.954248366013072
81033,ZCTA5 81033,193,106,14,14,7.253886010362693
81036,ZCTA5 81036,967,136,101,52,10.444674250258531
81039,ZCTA5 81039,1645,277,321,108,19.51367781155015
81040,ZCTA5 81040,328,142,46,64,14.02439024390244
81041,ZCTA5 81041,660,176,166,71,25.151515151515152
81043,ZCTA5 81043,54,44,38,35,70.37037037037037
81044,ZCTA5 81044,134,75,48,57,35.82089552238806
81045,ZCTA5 81045,56,26,3,5,5.357142857142857
81046,ZCTA5 81046,3,8,0,13,0
81047,ZCTA5 81047,1531,201,194,95,12.671456564337035
81049,ZCTA5 81049,155,57,12,12,7.741935483870968
81050,ZCTA5 81050,9460,425,2011,523,21.257928118393234
81052,ZCTA5 81052,8726,230,1563,568,17.911987164794866
81054,ZCTA5 81054,3488,221,1205,286,34.54701834862385
81055,ZCTA5 81055,1582,287,178,85,11.25158027812895
81057,ZCTA5 81057,399,158,88,73,22.05513784461153
81058,ZCTA5 81058,967,235,136,53,14.064115822130299
81059,ZCTA5 81059,49,32,0,13,0
81062,ZCTA5 81062,1028,208,215,81,20.914396887159533
81063,ZCTA5 81063,2299,247,382,141,16.61591996520226
81064,ZCTA5 81064,295,74,63,33,21.35593220338983
81067,ZCTA5 81067,5489,348,1712,365,31.189652031335395
81069,ZCTA5 81069,1919,526,285,158,14.85148514851485
81071,ZCTA5 81071,299,75,58,40,19.39799331103679
81073,ZCTA5 81073,1816,129,385,126,21.200440528634363
81076,ZCTA5 81076,618,132,167,82,27.02265372168285
81077,ZCTA5 81077,636,246,62,48,9.748427672955975
81081,ZCTA5 81081,81,49,0,13,0
81082,ZCTA5 81082,11030,307,1826,285,16.554850407978243
81084,ZCTA5 81084,39,26,9,9,23.076923076923077
81087,ZCTA5 81087,206,73,65,44,31.55339805825243
81089,ZCTA5 81089,4677,320,974,300,20.825315373102416
81090,ZCTA5 81090,742,106,234,86,31.536388140161726
81091,ZCTA5 81091,1201,292,363,287,30.224812656119898
81092,ZCTA5 81092,840,125,37,18,4.404761904761905
81101,ZCTA5 81101,14537,288,2786,746,19.164889592075394
81120,ZCTA5 81120,1951,320,341,118,17.478216299333674
81121,ZCTA5 81121,361,157,29,27,8.033240997229916
81122,ZCTA5 81122,8806,584,771,280,8.755394049511697
81123,ZCTA5 81123,726,189,162,71,22.31404958677686
81124,ZCTA5 81124,327,325,0,13,0
81125,ZCTA5 81125,3526,322,700,260,19.852524106636416
81126,ZCTA5 81126,491,208,62,88,12.627291242362526
81128,ZCTA5 81128,18,19,0,13,0
81129,ZCTA5 81129,144,170,0,13,0
81130,ZCTA5 81130,786,109,88,41,11.195928753180661
81131,ZCTA5 81131,1059,271,178,98,16.80830972615675
81132,ZCTA5 81132,3232,386,287,123,8.879950495049505
81133,ZCTA5 81133,1056,203,257,135,24.33712121212121
81136,ZCTA5 81136,318,143,32,35,10.062893081761008
81137,ZCTA5 81137,5616,526,865,203,15.402421652421653
81138,ZCTA5 81138,27,30,0,13,0
81140,ZCTA5 81140,1957,297,325,151,16.60705160960654
81141,ZCTA5 81141,1195,255,118,69,9.874476987447698
81143,ZCTA5 81143,737,195,188,101,25.508819538670284
81144,ZCTA5 81144,6532,346,1300,437,19.90202082057563
81146,ZCTA5 81146,779,253,25,26,3.209242618741977
81147,ZCTA5 81147,12799,282,865,250,6.758340495351199
81148,ZCTA5 81148,368,98,113,64,30.706521739130434
81149,ZCTA5 81149,965,244,57,41,5.9067357512953365
81151,ZCTA5 81151,1445,337,159,65,11.003460207612457
81152,ZCTA5 81152,1183,199,288,112,24.344885883347423
81154,ZCTA5 81154,1233,287,97,60,7.86699107866991
81155,ZCTA5 81155,218,98,13,17,5.963302752293578
81201,ZCTA5 81201,9425,390,1256,391,13.326259946949603
81210,ZCTA5 81210,423,190,0,13,0
81211,ZCTA5 81211,6951,437,552,210,7.941303409581356
81212,ZCTA5 81212,26590,738,3754,666,14.118089507333584
81220,ZCTA5 81220,218,116,27,62,12.385321100917432
81221,ZCTA5 81221,360,131,84,58,23.333333333333332
81222,ZCTA5 81222,276,192,107,109,38.768115942028984
81223,ZCTA5 81223,2175,384,406,228,18.666666666666668
81224,ZCTA5 81224,3439,490,140,107,4.070950857807502
81225,ZCTA5 81225,829,263,87,86,10.494571773220748
81226,ZCTA5 81226,5813,404,819,256,14.089110614140719
81227,ZCTA5 81227,0,13,0,13,NA
81228,ZCTA5 81228,0,13,0,13,NA
81230,ZCTA5 81230,9984,423,1785,458,17.878605769230766
81232,ZCTA5 81232,0,13,0,13,NA
81233,ZCTA5 81233,1159,280,57,56,4.918032786885246
81235,ZCTA5 81235,845,103,42,27,4.970414201183432
81236,ZCTA5 81236,1290,256,32,34,2.4806201550387597
81237,ZCTA5 81237,168,145,0,13,0
81239,ZCTA5 81239,106,140,0,13,0
81240,ZCTA5 81240,4526,568,484,231,10.693769332744145
81241,ZCTA5 81241,166,145,4,7,2.4096385542168677
81242,ZCTA5 81242,890,269,18,22,2.0224719101123596
81243,ZCTA5 81243,137,71,5,7,3.64963503649635
81244,ZCTA5 81244,659,254,75,49,11.380880121396055
81248,ZCTA5 81248,241,178,0,13,0
81251,ZCTA5 81251,362,166,40,41,11.049723756906078
81252,ZCTA5 81252,4404,239,424,142,9.627611262488648
81253,ZCTA5 81253,516,227,66,82,12.790697674418606
81301,ZCTA5 81301,28371,804,4121,612,14.525395650488173
81303,ZCTA5 81303,9550,664,1066,244,11.162303664921467
81320,ZCTA5 81320,434,205,142,104,32.71889400921659
81321,ZCTA5 81321,14141,610,1677,387,11.85913301746694
81323,ZCTA5 81323,5079,712,597,360,11.754282339043119
81324,ZCTA5 81324,1639,276,250,183,15.253203172666261
81325,ZCTA5 81325,86,48,5,9,5.813953488372093
81326,ZCTA5 81326,2651,390,189,73,7.129385137683893
81327,ZCTA5 81327,527,218,29,43,5.502846299810247
81328,ZCTA5 81328,4106,571,264,130,6.429615197272284
81330,ZCTA5 81330,132,102,54,9,40.909090909090914
81331,ZCTA5 81331,423,264,75,59,17.73049645390071
81332,ZCTA5 81332,452,138,58,57,12.831858407079647
81334,ZCTA5 81334,1376,271,718,331,52.18023255813954
81335,ZCTA5 81335,106,112,0,13,0
